organism,scientific_name,lat,lon,year,locality,county,elev_m,gbifID,basisOfRecord,source_name,source_url
American pika,Ochotona princeps,40.395867,-105.713682,2025,,,,5291769488,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291769488
American pika,Ochotona princeps,39.661793,-105.881374,2025,,,,5292147487,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292147487
American pika,Ochotona princeps,39.194146,-106.470084,2025,,,,5292341749,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292341749
American pika,Ochotona princeps,40.395888,-105.713742,2025,,,,5292567789,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292567789
American pika,Ochotona princeps,37.963325,-107.006164,2025,,,,5292611960,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292611960
American pika,Ochotona princeps,40.7823,-106.680852,2025,,,,5292789735,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292789735
American pika,Ochotona princeps,39.660273,-105.884582,2025,,,,5292888436,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292888436
American pika,Ochotona princeps,38.971378,-106.371072,2025,,,,5293130767,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5293130767
American pika,Ochotona princeps,40.4123,-105.73333,2025,,,,5293148639,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5293148639
American pika,Ochotona princeps,40.41235,-105.733167,2025,,,,5293201719,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5293201719
American pika,Ochotona princeps,40.412227,-105.733237,2025,,,,5293229036,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5293229036
American pika,Ochotona princeps,40.39594,-105.713795,2025,,,,5293265531,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5293265531
American pika,Ochotona princeps,39.644734,-105.809233,2025,,,,5761023436,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5761023436
American pika,Ochotona princeps,39.580637,-105.671524,2025,,,,5761149164,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5761149164
American pika,Ochotona princeps,39.39498,-106.090651,2025,,,,5828516478,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5828516478
American pika,Ochotona princeps,39.214317,-106.177283,2025,,,,5839899697,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5839899697
American pika,Ochotona princeps,40.003249,-107.232435,2025,,,,5867790176,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5867790176
American pika,Ochotona princeps,37.993988,-107.789655,2025,,,,5897445520,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5897445520
American pika,Ochotona princeps,39.386635,-106.101789,2025,,,,5936188700,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5936188700
American pika,Ochotona princeps,40.263747,-105.615395,2025,,,,6131385155,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131385155
American pika,Ochotona princeps,38.649419,-106.403492,2025,,,,6170869873,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6170869873
American pika,Ochotona princeps,39.625709,-105.782314,2025,,,,6179168798,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6179168798
American pika,Ochotona princeps,40.446807,-105.75465,2025,,,,6413507365,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6413507365
American pika,Ochotona princeps,37.957025,-107.032892,2025,,,,6431833324,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6431833324
American pika,Ochotona princeps,38.844135,-106.415332,2025,,,,5281771942,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281771942
American pika,Ochotona princeps,39.631613,-106.134422,2025,,,,5281782715,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281782715
American pika,Ochotona princeps,39.631728,-106.133911,2025,,,,5281843444,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281843444
American pika,Ochotona princeps,37.57873,-105.485742,2025,,,,5281854980,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281854980
American pika,Ochotona princeps,37.961883,-106.94017,2025,,,,5281863481,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281863481
American pika,Ochotona princeps,37.569845,-105.520753,2025,,,,5281902106,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281902106
American pika,Ochotona princeps,39.36505,-106.043297,2025,,,,5281934412,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5281934412
American pika,Ochotona princeps,39.631653,-106.1343,2025,,,,5282004012,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282004012
American pika,Ochotona princeps,39.54947,-106.206055,2025,,,,5282026784,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282026784
American pika,Ochotona princeps,39.631595,-106.134803,2025,,,,5282068720,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282068720
American pika,Ochotona princeps,39.631653,-106.134308,2025,,,,5282207095,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282207095
American pika,Ochotona princeps,37.567617,-105.510184,2025,,,,5282285769,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282285769
American pika,Ochotona princeps,39.631533,-106.134833,2025,,,,5282323399,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282323399
American pika,Ochotona princeps,40.316967,-105.691667,2025,,,,5282337321,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282337321
American pika,Ochotona princeps,39.631655,-106.134133,2025,,,,5282433421,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282433421
American pika,Ochotona princeps,40.411518,-105.732597,2025,,,,5282480981,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282480981
American pika,Ochotona princeps,40.412925,-105.72892,2025,,,,5282532426,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5282532426
American pika,Ochotona princeps,39.386555,-106.103599,2025,,,,5291741398,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291741398
American pika,Ochotona princeps,40.412173,-105.733187,2025,,,,5291746377,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291746377
American pika,Ochotona princeps,39.667245,-105.894993,2025,,,,5291753640,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291753640
American pika,Ochotona princeps,38.828084,-106.409099,2025,,,,5291804009,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291804009
American pika,Ochotona princeps,39.388787,-106.092084,2025,,,,5291822845,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291822845
American pika,Ochotona princeps,40.411696,-105.732854,2025,,,,5291847597,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291847597
American pika,Ochotona princeps,40.428659,-105.759545,2025,,,,5291937365,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291937365
American pika,Ochotona princeps,38.776422,-106.383843,2025,,,,5291942638,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291942638
American pika,Ochotona princeps,40.353638,-105.702814,2025,,,,5291969574,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291969574
American pika,Ochotona princeps,39.17123,-106.48038,2025,,,,5291979156,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5291979156
American pika,Ochotona princeps,40.412838,-105.729198,2025,,,,5292053611,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292053611
American pika,Ochotona princeps,39.117546,-106.445741,2025,,,,5292076502,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292076502
American pika,Ochotona princeps,39.386483,-106.105692,2025,,,,5292080004,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292080004
American pika,Ochotona princeps,40.395857,-105.713789,2025,,,,5292114620,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292114620
American pika,Ochotona princeps,37.912878,-107.504364,2025,,,,5292172157,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292172157
American pika,Ochotona princeps,40.181993,-105.64641,2025,,,,5292186269,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292186269
American pika,Ochotona princeps,39.530724,-106.417601,2025,,,,5292312589,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292312589
American pika,Ochotona princeps,37.9049,-107.510769,2025,,,,5292327126,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292327126
American pika,Ochotona princeps,39.481485,-106.479987,2025,,,,5292366309,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292366309
American pika,Ochotona princeps,39.1729,-106.47688,2025,,,,5292398785,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292398785
American pika,Ochotona princeps,39.47795,-106.480545,2025,,,,5292433533,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292433533
American pika,Ochotona princeps,40.583261,-105.667541,2025,,,,5292435652,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292435652
American pika,Ochotona princeps,40.412183,-105.733264,2025,,,,5292513976,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292513976
American pika,Ochotona princeps,39.499268,-106.09947,2025,,,,5292537573,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292537573
American pika,Ochotona princeps,40.307278,-105.683262,2025,,,,5292618619,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292618619
American pika,Ochotona princeps,39.492378,-106.458183,2025,,,,5292626684,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292626684
American pika,Ochotona princeps,40.095842,-105.584755,2025,,,,5292632266,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292632266
American pika,Ochotona princeps,40.424943,-105.752532,2025,,,,5292635333,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292635333
American pika,Ochotona princeps,39.790919,-105.81262,2025,,,,5292650639,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292650639
American pika,Ochotona princeps,39.530176,-106.416028,2025,,,,5292689297,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292689297
American pika,Ochotona princeps,40.412108,-105.733208,2025,,,,5292705666,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292705666
American pika,Ochotona princeps,40.095847,-105.584763,2025,,,,5292774162,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292774162
American pika,Ochotona princeps,39.386657,-106.105,2025,,,,5292823861,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5292823861
Black-tailed prairie dog,Cynomys ludovicianus,39.93733,-105.160199,2026,,,,5938162757,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938162757
Black-tailed prairie dog,Cynomys ludovicianus,39.606621,-105.098504,2026,,,,5938363394,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938363394
Black-tailed prairie dog,Cynomys ludovicianus,39.849422,-104.818614,2026,,,,5938386193,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938386193
Black-tailed prairie dog,Cynomys ludovicianus,39.602867,-105.082672,2026,,,,5938394543,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938394543
Black-tailed prairie dog,Cynomys ludovicianus,40.153728,-105.178207,2026,,,,5938407290,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938407290
Black-tailed prairie dog,Cynomys ludovicianus,39.885752,-105.067017,2026,,,,5938424046,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938424046
Black-tailed prairie dog,Cynomys ludovicianus,38.713964,-104.716029,2026,,,,5938538463,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938538463
Black-tailed prairie dog,Cynomys ludovicianus,40.021903,-105.155128,2026,,,,5938592516,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938592516
Black-tailed prairie dog,Cynomys ludovicianus,39.871187,-105.026359,2026,,,,5938606339,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938606339
Black-tailed prairie dog,Cynomys ludovicianus,39.913883,-105.065117,2026,,,,5938647267,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/5938647267
Black-tailed prairie dog,Cynomys ludovicianus,40.158592,-105.29563,2026,,,,6129832035,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6129832035
Black-tailed prairie dog,Cynomys ludovicianus,40.234705,-105.218798,2026,,,,6129843451,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6129843451
Black-tailed prairie dog,Cynomys ludovicianus,39.816858,-104.879039,2026,,,,6130009616,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130009616
Black-tailed prairie dog,Cynomys ludovicianus,39.844278,-104.817052,2026,,,,6130020437,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130020437
Black-tailed prairie dog,Cynomys ludovicianus,39.882942,-104.932811,2026,,,,6130094697,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130094697
Black-tailed prairie dog,Cynomys ludovicianus,39.813056,-104.828035,2026,,,,6130318365,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130318365
Black-tailed prairie dog,Cynomys ludovicianus,39.61828,-104.847306,2026,,,,6130460844,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130460844
Black-tailed prairie dog,Cynomys ludovicianus,39.537506,-105.059586,2026,,,,6130554528,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130554528
Black-tailed prairie dog,Cynomys ludovicianus,39.941257,-105.107947,2026,,,,6130563971,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130563971
Black-tailed prairie dog,Cynomys ludovicianus,40.153375,-105.299857,2026,,,,6130638321,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130638321
Black-tailed prairie dog,Cynomys ludovicianus,39.665333,-105.101652,2026,,,,6130812395,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130812395
Black-tailed prairie dog,Cynomys ludovicianus,40.24799,-105.216125,2026,,,,6130976913,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130976913
Black-tailed prairie dog,Cynomys ludovicianus,39.757498,-104.856267,2026,,,,6130988236,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6130988236
Black-tailed prairie dog,Cynomys ludovicianus,40.155549,-104.991875,2026,,,,6131029996,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131029996
Black-tailed prairie dog,Cynomys ludovicianus,39.849552,-105.080146,2026,,,,6131150483,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131150483
Black-tailed prairie dog,Cynomys ludovicianus,40.559511,-105.14458,2026,,,,6131223330,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131223330
Black-tailed prairie dog,Cynomys ludovicianus,39.665506,-105.085495,2026,,,,6131322920,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131322920
Black-tailed prairie dog,Cynomys ludovicianus,40.016183,-105.240967,2026,,,,6131363714,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131363714
Black-tailed prairie dog,Cynomys ludovicianus,39.890087,-105.071344,2026,,,,6131608277,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131608277
Black-tailed prairie dog,Cynomys ludovicianus,40.155345,-105.232599,2026,,,,6131699200,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6131699200
Black-tailed prairie dog,Cynomys ludovicianus,39.664424,-105.082537,2026,,,,6133150731,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133150731
Black-tailed prairie dog,Cynomys ludovicianus,39.758775,-104.85476,2026,,,,6133153046,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133153046
Black-tailed prairie dog,Cynomys ludovicianus,40.363916,-105.109043,2026,,,,6133185256,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133185256
Black-tailed prairie dog,Cynomys ludovicianus,39.936082,-105.02981,2026,,,,6133220077,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133220077
Black-tailed prairie dog,Cynomys ludovicianus,40.167177,-105.101928,2026,,,,6133281112,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133281112
Black-tailed prairie dog,Cynomys ludovicianus,40.14533,-105.29895,2026,,,,6133302408,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133302408
Black-tailed prairie dog,Cynomys ludovicianus,39.925144,-105.237289,2026,,,,6133343281,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133343281
Black-tailed prairie dog,Cynomys ludovicianus,39.760848,-104.860955,2026,,,,6133435475,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133435475
Black-tailed prairie dog,Cynomys ludovicianus,39.815058,-104.879558,2026,,,,6147512609,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147512609
Black-tailed prairie dog,Cynomys ludovicianus,39.710604,-104.808098,2026,,,,6147611652,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147611652
Black-tailed prairie dog,Cynomys ludovicianus,39.757884,-104.855752,2026,,,,6163024075,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163024075
Black-tailed prairie dog,Cynomys ludovicianus,40.195906,-105.160953,2026,,,,6178301007,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6178301007
Black-tailed prairie dog,Cynomys ludovicianus,40.141226,-105.257581,2026,,,,6399052865,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6399052865
Black-tailed prairie dog,Cynomys ludovicianus,39.567537,-105.059061,2026,,,,6133044226,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133044226
Black-tailed prairie dog,Cynomys ludovicianus,40.057408,-105.14073,2026,,,,6133258810,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133258810
Black-tailed prairie dog,Cynomys ludovicianus,40.082458,-105.248214,2026,,,,6133508563,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6133508563
Black-tailed prairie dog,Cynomys ludovicianus,40.480112,-105.123847,2026,,,,6147166533,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147166533
Black-tailed prairie dog,Cynomys ludovicianus,39.886405,-105.067075,2026,,,,6147210998,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147210998
Black-tailed prairie dog,Cynomys ludovicianus,40.053704,-105.143584,2026,,,,6147280104,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147280104
Black-tailed prairie dog,Cynomys ludovicianus,40.053457,-105.142762,2026,,,,6147281660,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147281660
Black-tailed prairie dog,Cynomys ludovicianus,40.083031,-105.259637,2026,,,,6147399349,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147399349
Black-tailed prairie dog,Cynomys ludovicianus,39.759311,-104.86263,2026,,,,6147433257,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6147433257
Black-tailed prairie dog,Cynomys ludovicianus,39.85511,-104.864347,2026,,,,6159196859,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159196859
Black-tailed prairie dog,Cynomys ludovicianus,40.048869,-105.119046,2026,,,,6159203254,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159203254
Black-tailed prairie dog,Cynomys ludovicianus,39.66605,-104.74578,2026,,,,6159220549,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159220549
Black-tailed prairie dog,Cynomys ludovicianus,39.971775,-104.748047,2026,,,,6159226407,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159226407
Black-tailed prairie dog,Cynomys ludovicianus,40.457883,-105.116635,2026,,,,6159271057,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159271057
Black-tailed prairie dog,Cynomys ludovicianus,40.484143,-105.004521,2026,,,,6159273452,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159273452
Black-tailed prairie dog,Cynomys ludovicianus,39.681839,-104.799647,2026,,,,6159294428,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159294428
Black-tailed prairie dog,Cynomys ludovicianus,39.971847,-104.747658,2026,,,,6159400604,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159400604
Black-tailed prairie dog,Cynomys ludovicianus,39.696053,-104.921784,2026,,,,6159401967,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159401967
Black-tailed prairie dog,Cynomys ludovicianus,39.88377,-105.0719,2026,,,,6159418230,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159418230
Black-tailed prairie dog,Cynomys ludovicianus,39.88377,-105.071908,2026,,,,6159425756,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159425756
Black-tailed prairie dog,Cynomys ludovicianus,39.517349,-104.998222,2026,,,,6159425860,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159425860
Black-tailed prairie dog,Cynomys ludovicianus,40.024094,-105.2291,2026,,,,6159479496,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159479496
Black-tailed prairie dog,Cynomys ludovicianus,39.681789,-104.802258,2026,,,,6159704391,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6159704391
Black-tailed prairie dog,Cynomys ludovicianus,39.837022,-104.837586,2026,,,,6162792011,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6162792011
Black-tailed prairie dog,Cynomys ludovicianus,39.587647,-104.566024,2026,,,,6162805250,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6162805250
Black-tailed prairie dog,Cynomys ludovicianus,40.059781,-105.064131,2026,,,,6162967663,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6162967663
Black-tailed prairie dog,Cynomys ludovicianus,40.539283,-105.134919,2026,,,,6163052494,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163052494
Black-tailed prairie dog,Cynomys ludovicianus,40.250068,-105.200971,2026,,,,6163208130,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163208130
Black-tailed prairie dog,Cynomys ludovicianus,39.853617,-105.141971,2026,,,,6163241682,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163241682
Black-tailed prairie dog,Cynomys ludovicianus,39.878757,-105.011936,2026,,,,6163348406,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163348406
Black-tailed prairie dog,Cynomys ludovicianus,39.622658,-104.849945,2026,,,,6163349567,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163349567
Black-tailed prairie dog,Cynomys ludovicianus,40.137003,-105.186861,2026,,,,6163379678,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6163379678
Black-tailed prairie dog,Cynomys ludovicianus,39.805164,-104.821014,2026,,,,6170868442,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6170868442
Black-tailed prairie dog,Cynomys ludovicianus,39.907517,-105.074653,2026,,,,6170908547,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6170908547
Black-tailed prairie dog,Cynomys ludovicianus,39.620838,-104.850878,2026,,,,6170928157,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6170928157
Black-tailed prairie dog,Cynomys ludovicianus,40.547717,-105.142647,2026,,,,6171113018,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6171113018
Black-tailed prairie dog,Cynomys ludovicianus,39.899434,-105.052759,2026,,,,6171315158,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6171315158
Black-tailed prairie dog,Cynomys ludovicianus,39.856653,-104.844584,2026,,,,6171367380,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6171367380
Black-tailed prairie dog,Cynomys ludovicianus,39.572611,-104.821102,2026,,,,6187893578,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6187893578
Black-tailed prairie dog,Cynomys ludovicianus,40.539277,-105.134906,2026,,,,6235318301,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6235318301
Black-tailed prairie dog,Cynomys ludovicianus,38.712555,-104.716503,2026,,,,6273853420,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6273853420
Black-tailed prairie dog,Cynomys ludovicianus,39.821593,-104.828965,2026,,,,6321176960,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6321176960
Black-tailed prairie dog,Cynomys ludovicianus,39.812837,-104.828033,2026,,,,6413826460,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6413826460
Black-tailed prairie dog,Cynomys ludovicianus,39.886539,-104.932563,2026,,,,6178311928,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6178311928
Black-tailed prairie dog,Cynomys ludovicianus,39.812695,-104.827688,2026,,,,6178313877,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6178313877
Black-tailed prairie dog,Cynomys ludovicianus,40.562065,-105.146089,2026,,,,6178391169,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6178391169
Black-tailed prairie dog,Cynomys ludovicianus,39.664676,-105.088658,2026,,,,6178400918,HUMAN_OBSERVATION,GBIF occurrence record,https://www.gbif.org/occurrence/6178400918
