site_id,organism,location_type,label,lat,lon,elev_m,year,county,notes,source_name,source_url
NWT-176,American pika,survey_plot,Niwot plot NWT-176,40.067399,-105.606536,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-177,American pika,survey_plot,Niwot plot NWT-177,40.053348,-105.626613,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-178,American pika,survey_plot,Niwot plot NWT-178,40.063843,-105.626803,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-179,American pika,survey_plot,Niwot plot NWT-179,40.044863,-105.590769,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-180,American pika,survey_plot,Niwot plot NWT-180,40.062798,-105.596189,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-181,American pika,survey_plot,Niwot plot NWT-181,40.052994,-105.621674,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-182,American pika,survey_plot,Niwot plot NWT-182,40.053097,-105.633797,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-183,American pika,survey_plot,Niwot plot NWT-183,40.04518,-105.60478,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-184,American pika,survey_plot,Niwot plot NWT-184,40.060397,-105.58823,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-185,American pika,survey_plot,Niwot plot NWT-185,40.06384,-105.638716,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-186,American pika,survey_plot,Niwot plot NWT-186,40.055503,-105.610441,,,Boulder,Panel: EvenYrs; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-187,American pika,survey_plot,Niwot plot NWT-187,40.054913,-105.602404,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-188,American pika,survey_plot,Niwot plot NWT-188,40.049774,-105.585231,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-189,American pika,survey_plot,Niwot plot NWT-189,40.058621,-105.620834,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-190,American pika,survey_plot,Niwot plot NWT-190,40.059691,-105.607723,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-191,American pika,survey_plot,Niwot plot NWT-191,40.065629,-105.588134,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-192,American pika,survey_plot,Niwot plot NWT-192,40.066752,-105.614106,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-193,American pika,survey_plot,Niwot plot NWT-193,40.068346,-105.629002,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-194,American pika,survey_plot,Niwot plot NWT-194,40.060283,-105.632128,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-195,American pika,survey_plot,Niwot plot NWT-195,40.052954,-105.599878,,,Boulder,Panel: EvenYrs; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-196,American pika,survey_plot,Niwot plot NWT-196,40.062952,-105.590327,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-197,American pika,survey_plot,Niwot plot NWT-197,40.05307,-105.627431,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-198,American pika,survey_plot,Niwot plot NWT-198,40.044789,-105.635361,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-199,American pika,survey_plot,Niwot plot NWT-199,40.047167,-105.599734,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-200,American pika,survey_plot,Niwot plot NWT-200,40.065248,-105.599318,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-201,American pika,survey_plot,Niwot plot NWT-201,40.055068,-105.618609,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-202,American pika,survey_plot,Niwot plot NWT-202,40.061825,-105.605584,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-203,American pika,survey_plot,Niwot plot NWT-203,40.051487,-105.610276,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-204,American pika,survey_plot,Niwot plot NWT-204,40.067862,-105.587121,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-205,American pika,survey_plot,Niwot plot NWT-205,40.055696,-105.638945,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-206,American pika,survey_plot,Niwot plot NWT-206,40.056731,-105.615306,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-207,American pika,survey_plot,Niwot plot NWT-207,40.051252,-105.60392,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-208,American pika,survey_plot,Niwot plot NWT-208,40.068501,-105.589929,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-209,American pika,survey_plot,Niwot plot NWT-209,40.067053,-105.634677,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-210,American pika,survey_plot,Niwot plot NWT-210,40.062516,-105.630543,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-211,American pika,survey_plot,Niwot plot NWT-211,40.052133,-105.597561,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-212,American pika,survey_plot,Niwot plot NWT-212,40.063815,-105.592985,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-213,American pika,survey_plot,Niwot plot NWT-213,40.043865,-105.622634,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-214,American pika,survey_plot,Niwot plot NWT-214,40.050703,-105.636225,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-215,American pika,survey_plot,Niwot plot NWT-215,40.045292,-105.599178,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-216,American pika,survey_plot,Niwot plot NWT-216,40.06015,-105.599636,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-217,American pika,survey_plot,Niwot plot NWT-217,40.048271,-105.627469,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-218,American pika,survey_plot,Niwot plot NWT-218,40.064969,-105.604076,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-219,American pika,survey_plot,Niwot plot NWT-219,40.054564,-105.616693,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-220,American pika,survey_plot,Niwot plot NWT-220,40.056611,-105.584715,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-221,American pika,survey_plot,Niwot plot NWT-221,40.065242,-105.619967,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-222,American pika,survey_plot,Niwot plot NWT-222,40.062744,-105.613859,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-223,American pika,survey_plot,Niwot plot NWT-223,40.048399,-105.611632,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-224,American pika,survey_plot,Niwot plot NWT-224,40.068545,-105.601915,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-225,American pika,survey_plot,Niwot plot NWT-225,40.050425,-105.626445,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-226,American pika,survey_plot,Niwot plot NWT-226,40.063942,-105.630052,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-227,American pika,survey_plot,Niwot plot NWT-227,40.047641,-105.592563,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-228,American pika,survey_plot,Niwot plot NWT-228,40.061544,-105.598382,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-229,American pika,survey_plot,Niwot plot NWT-229,40.044619,-105.617776,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-230,American pika,survey_plot,Niwot plot NWT-230,40.050137,-105.634274,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-231,American pika,survey_plot,Niwot plot NWT-231,40.050869,-105.592087,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-232,American pika,survey_plot,Niwot plot NWT-232,40.056014,-105.595004,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-233,American pika,survey_plot,Niwot plot NWT-233,40.063023,-105.632705,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-234,American pika,survey_plot,Niwot plot NWT-234,40.060798,-105.610019,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-235,American pika,survey_plot,Niwot plot NWT-235,40.052622,-105.610755,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-236,American pika,survey_plot,Niwot plot NWT-236,40.051295,-105.583087,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-237,American pika,survey_plot,Niwot plot NWT-237,40.065169,-105.621866,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-238,American pika,survey_plot,Niwot plot NWT-238,40.058236,-105.60472,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-239,American pika,survey_plot,Niwot plot NWT-239,40.046457,-105.615495,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-240,American pika,survey_plot,Niwot plot NWT-240,40.068395,-105.603168,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-241,American pika,survey_plot,Niwot plot NWT-241,40.054208,-105.627101,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-242,American pika,survey_plot,Niwot plot NWT-242,40.062591,-105.626193,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-243,American pika,survey_plot,Niwot plot NWT-243,40.046276,-105.593384,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-244,American pika,survey_plot,Niwot plot NWT-244,40.062102,-105.599665,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-245,American pika,survey_plot,Niwot plot NWT-245,40.053627,-105.61747,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-246,American pika,survey_plot,Niwot plot NWT-246,40.054453,-105.633845,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-247,American pika,survey_plot,Niwot plot NWT-247,40.048692,-105.603627,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-248,American pika,survey_plot,Niwot plot NWT-248,40.059778,-105.590593,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-249,American pika,survey_plot,Niwot plot NWT-249,40.066128,-105.633285,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-250,American pika,survey_plot,Niwot plot NWT-250,40.05635,-105.612043,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-251,American pika,survey_plot,Niwot plot NWT-251,40.052233,-105.609567,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-252,American pika,survey_plot,Niwot plot NWT-252,40.048415,-105.585641,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-253,American pika,survey_plot,Niwot plot NWT-253,40.059418,-105.620407,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-254,American pika,survey_plot,Niwot plot NWT-254,40.059269,-105.609443,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-255,American pika,survey_plot,Niwot plot NWT-255,40.0646,-105.588395,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-256,American pika,survey_plot,Niwot plot NWT-256,40.068869,-105.614887,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-257,American pika,survey_plot,Niwot plot NWT-257,40.045436,-105.622449,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-258,American pika,survey_plot,Niwot plot NWT-258,40.051467,-105.638167,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-259,American pika,survey_plot,Niwot plot NWT-259,40.04925,-105.596516,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-260,American pika,survey_plot,Niwot plot NWT-260,40.060048,-105.601535,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-261,American pika,survey_plot,Niwot plot NWT-261,40.062687,-105.623204,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-262,American pika,survey_plot,Niwot plot NWT-262,40.065227,-105.613154,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-263,American pika,survey_plot,Niwot plot NWT-263,40.045492,-105.614665,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-264,American pika,survey_plot,Niwot plot NWT-264,40.067379,-105.608753,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-265,American pika,survey_plot,Niwot plot NWT-265,40.054647,-105.632252,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-266,American pika,survey_plot,Niwot plot NWT-266,40.06586,-105.626235,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-267,American pika,survey_plot,Niwot plot NWT-267,40.04926,-105.593445,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-268,American pika,survey_plot,Niwot plot NWT-268,40.063165,-105.59679,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-269,American pika,survey_plot,Niwot plot NWT-269,40.062356,-105.638702,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-270,American pika,survey_plot,Niwot plot NWT-270,40.060441,-105.614753,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-271,American pika,survey_plot,Niwot plot NWT-271,40.052764,-105.612116,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-272,American pika,survey_plot,Niwot plot NWT-272,40.054136,-105.586558,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-273,American pika,survey_plot,Niwot plot NWT-273,40.054667,-105.625523,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
NWT-274,American pika,survey_plot,Niwot plot NWT-274,40.044652,-105.632664,,,Boulder,Panel: OverSamp; GRTS occupancy survey plot,Niwot Ridge LTER pika occupancy plots (knb-lter-nwt.17),https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-nwt.17.4
